Exp,Slide,Category,Depth
M4,s055,scs,230.764
M4,s055,scs,334.058
M4,s055,scs,405.352
M4,s055,scs,403.496
M4,s055,scs,389.297
M4,s055,scs,385.868
M4,s055,scs,358.53
M4,s055,scs,347.721
M4,s055,scs,189.677
M4,s055,scs,195.446
M4,s055,scs,320.502
M4,s055,scs,330.07
M4,s055,scs,354.662
M4,s055,scs,352.637
M4,s055,scs,252.062
M4,s055,scs,249.075
M4,s055,scs,269.541
M4,s055,scs,273.958
M4,s055,scs,266.828
M4,s055,scs,268.029
M4,s055,scs,300.727
M4,s055,scs,136.74
M4,s055,scs,174.762
M4,s055,scs,155.171
M4,s055,scs,129.019
M4,s055,scs,97.01
M4,s055,scs,377.904
M4,s055,scs,353.579
M4,s055,scs,262.596
M4,s055,scs,361.742
M4,s055,scs,300.238
M4,s055,scs,370.017
M4,s055,scs,422.824
M4,s055,scs,375.265
M4,s055,scs,308.867
M4,s055,scs,372.355
M4,s055,scs,75.752
M4,s055,scs,88.782
M4,s056,scd,353.657
M4,s056,scd,347.344
M4,s056,scd,354.565
M4,s056,scd,341.23
M4,s056,scd,340.517
M4,s056,scd,357.934
M4,s056,scd,337.551
M4,s056,scd,344.577
M4,s056,scd,334.992
M4,s056,scd,342.184
M4,s056,scd,343.483
M4,s056,scd,365.153
M4,s056,scd,367.559
M4,s056,scd,406.466
M4,s056,scd,380.03
M4,s056,scd,382.397
M4,s056,scd,323.105
M4,s056,scd,333.391
M4,s056,scd,321.831
M4,s056,scd,350.528
M4,s056,scd,398.36
M4,s056,scd,372.022
M4,s056,scd,460.058
M4,s056,scd,450.683
M4,s056,scd,437.697
M4,s056,scd,362.497
M4,s056,scd,411.383
M4,s056,scd,373.85
M4,s056,scd,410.265
M4,s056,scd,396.495
M4,s056,scd,345.25
M4,s056,scd,313.214
M4,s056,scd,322.991
M4,s056,scd,428.314
M4,s056,scd,469.736
M4,s056,scd,478.143
M4,s056,scd,431.427
M4,s056,scd,466.676
M4,s056,scd,406.285
M4,s056,scd,461.886
M4,s056,scd,475.674
M4,s056,scd,446.245
M4,s056,scd,420.57
M4,s056,scd,381.459
M4,s056,scd,364.398
M4,s056,scd,402.379
M4,s056,scd,306.622
M4,s056,scd,309.639
M4,s056,scd,350.561
M4,s056,scd,408.612
M4,s056,scd,412.492
M4,s056,scd,421.834
M4,s056,scd,467.207
M4,s056,scd,508.408
M4,s056,scd,386.238
M4,s056,scd,401.185
M4,s056,scd,414.758
M4,s056,scd,398.172
M4,s056,scd,436.511
M4,s056,scd,471.911
M4,s056,scd,459.186
M4,s056,scd,428.819
M4,s056,scd,427.923
M4,s056,scd,387.604
M4,s056,scd,454.705
M4,s056,scd,458.477
M4,s056,scd,478.601
M4,s056,scd,458.879
M4,s056,scd,446.59
M4,s056,scd,447.388
M4,s056,scd,486.764
M4,s056,scd,519.661
M4,s056,scd,430.562
M4,s056,scd,485.77
M4,s056,scd,448.709
M4,s056,scd,376.572
M4,s056,scd,445.273
M4,s056,scd,385.681
M4,s056,scd,336.601
M4,s056,scd,365.68
M4,s056,scd,399.089
M4,s056,scd,384.742
M4,s056,scd,458.467
M4,s056,scd,463.513
M4,s056,scd,476.495
M4,s056,scd,454.31
M4,s056,scd,449.395
M4,s056,scd,481.831
M4,s056,scd,524.328
M4,s056,scd,514.036
M4,s056,scd,498.049
M4,s056,scd,407.527
M4,s056,scd,426.181
M4,s056,scd,401.524
M4,s056,scd,482.216
M4,s056,scd,480.805
M4,s056,scd,484.85
M4,s056,scd,533.084
M4,s056,scd,510.261
M4,s056,scd,511.676
M4,s056,scd,499.441
M4,s056,scd,482.47
M4,s056,scd,336.598
M4,s056,scd,289.781
M4,s056,scd,518.507
M4,s056,scd,555.03
M4,s056,scd,511.805
M4,s056,scd,553.867
M4,s056,scd,594.575
M4,s056,scd,614.43
M4,s056,scd,553.601
M4,s056,scd,511.182
M4,s056,scd,649.897
M4,s056,scd,601.778
M4,s056,scd,555.361
M4,s056,scd,589.679
M4,s056,scd,619.657
M4,s056,scd,564.787
M4,s056,scd,554.831
M4,s056,scd,571.172
M4,s056,scd,534.541
M4,s056,scd,550.011
M4,s056,scd,586.624
M4,s056,scd,567.43
M4,s056,scd,546.255
M4,s056,scd,531.47
M4,s056,scd,646.654
M4,s056,scd,621.384
M4,s056,scd,577.538
M4,s056,scd,607.287
M4,s056,scd,350.711
M4,s056,scd,395.01
M4,s056,scd,409.728
M4,s056,scd,465.194
M4,s056,scd,477.687
M4,s056,scd,554.91
M4,s056,scd,634.89
M4,s056,scd,626.798
M4,s056,scd,628.393
M4,s056,scd,626.739
M4,s056,scd,652.14
M4,s056,scd,505.37
M4,s056,scd,474.747
M4,s056,scd,442.77
M4,s056,scd,483.129
M4,s056,scd,460.058
M4,s056,scd,468.444
M4,s056,scd,615.934
M4,s056,scd,360.898
M4,s056,scd,354.59
M4,s056,scd,430.383
M4,s056,scd,679.616
M4,s056,scd,584.519
M4,s056,scd,569.884
M4,s056,scd,551.982
M4,s056,scd,187.4
M4,s056,scd,359.757
M4,s056,scd,539.533
M4,s056,scd,612.983
M4,s056,scd,409.436
M4,s056,scd,334.752
M4,s056,scd,652.52
M4,s056,scd,653.068
M4,s056,scd,616.623
M4,s056,scd,461.528
M4,s056,scd,486.934
M4,s056,scd,506.091
M4,s056,scd,546.843
M4,s056,scd,499.683
M4,s056,scd,644.506
M4,s056,scd,669.987
M4,s056,scd,618.452
M4,s056,scd,596.152
M4,s056,scd,233.228
M4,s056,scd,344.104
M4,s056,scd,391.83
M4,s056,scd,115.957
M4,s056,scd,219.561
M4,s056,scd,297.195
M4,s056,scd,339.288
M4,s056,scd,377.607
M4,s056,scd,256.941
M4,s056,scd,443.77
M4,s056,scd,391.906
M4,s056,scd,416.176
M4,s056,scd,331.769
M4,s056,scd,318.735
M4,s056,scd,333.529
M4,s056,scs,149.383
M4,s056,scs,20.326
M4,s056,scs,52.526
M4,s056,scs,117.452
M4,s056,scs,54.626
M4,s056,scs,55.584
M4,s056,scs,94.079
M4,s056,scs,114.283
M4,s056,scs,136.337
M4,s056,scs,144.7
M4,s056,scs,169.387
M4,s056,scs,17.274
M4,s056,scs,14.373
M4,s056,scs,7.725
M4,s056,scs,18.18
M4,s056,scs,91.356
M4,s056,scs,91.23
M4,s056,scs,191.267
M4,s056,scs,168.776
M4,s056,scs,136.067
M4,s056,scs,157.579
M4,s056,scs,143.953
M4,s056,scs,162.682
M4,s056,scs,203.377
M4,s056,scs,183.213
M4,s056,scs,202.188
M4,s056,scs,222.499
M4,s056,scs,57.691
M4,s056,scs,40.934
M4,s056,scs,307.795
M4,s056,scs,279.991
M4,s056,scs,284.642
M4,s056,scs,276.386
M4,s056,scs,316.785
M4,s056,scs,303.523
M4,s056,scs,343.624
M4,s056,scs,334.642
M4,s056,scs,210.039
M4,s056,scs,87.006
M4,s056,scs,78.797
M4,s056,scs,99.261
M4,s056,scs,69.038
M4,s056,scs,102.268
M4,s056,scs,106.226
M4,s056,scs,162.116
M4,s056,scs,191.381
M4,s056,scs,249.124
M4,s056,scs,286.22
M4,s056,scs,311.439
M4,s056,scs,259.532
M4,s056,scs,215.695
M4,s056,scs,150.02
M4,s056,scs,211.262
M4,s056,scs,190.739
M4,s056,scs,187.578
M4,s056,scs,120.942
M4,s056,scs,161.371
M4,s056,scs,280.773
M4,s056,scs,297.21
M4,s056,scs,238.685
M4,s056,scs,286.759
M4,s056,scs,249.759
M4,s056,scs,267.843
M4,s056,scs,278.778
M4,s056,scs,279.433
M4,s056,scs,297.29
M4,s056,scs,74.876
M4,s056,scs,109.968
M4,s056,scs,146.642
M4,s056,scs,200.778
M4,s056,scs,273.782
M4,s056,scs,259.167
M4,s056,scs,317.192
M4,s056,scs,239.453
M4,s056,scs,259.83
M4,s056,scs,307.019
M4,s056,scs,260.943
M4,s056,scs,301.947
M4,s056,scs,268.767
M4,s056,scs,323.313
M4,s056,scs,297.693
M4,s056,scs,319.828
M4,s056,scs,333.427
M4,s056,scs,307.12
M4,s056,scs,237.629
M4,s056,scs,81.714
M4,s056,scs,142.385
M4,s056,scs,174.887
M4,s056,scs,224.402
M4,s056,scs,164.314
M4,s056,scs,188.027
M4,s056,scs,253.175
M4,s056,scs,320.038
M4,s056,scs,223.58
M4,s056,scs,243.375
M4,s056,scs,280.507
M4,s056,scs,189.598
M4,s056,scs,268.263
M4,s056,scs,281.742
M4,s056,scs,159.195
M4,s056,scs,274.68
M4,s056,scs,282.182
M4,s056,scs,192.243
M4,s056,scs,187.072
M4,s056,scs,210.402
M4,s056,scs,204.283
M4,s056,scs,230.727
M4,s056,scs,194.979
M4,s056,scs,216.011
M4,s056,scs,233.594
M4,s056,scs,238.478
M4,s056,scs,274.557
M4,s056,scs,256.102
M4,s056,scs,187.268
M4,s056,scs,257.111
M4,s056,scs,269.464
M4,s056,scs,269.62
M4,s056,scs,276.852
M4,s056,scs,240.087
M4,s056,scs,274.038
M4,s056,scs,261.207
M4,s056,scs,292.691
M4,s056,scs,254.159
M4,s056,scs,318.823
M4,s056,scs,313.714
M4,s056,scs,281.343
M4,s056,scs,273.422
M4,s056,scs,296.395
M4,s056,scs,287.915
M4,s056,scs,286.509
M4,s056,scs,299.905
M4,s056,scs,286.699
M4,s056,scs,254.102
M4,s056,scs,198.768
M4,s056,scs,251.07
M4,s056,scs,10.605
M4,s056,scs,222.832
M4,s056,scs,306.038
M4,s056,scs,302.32
M4,s056,scs,303.976
M4,s056,scs,108.645
M4,s056,scs,319.176
M4,s056,scs,335.048
M4,s056,scs,276.197
M4,s056,scs,255.934
M4,s056,scs,26.975
M4,s056,scs,253.635
M4,s056,scs,235.044
M4,s056,scs,273.736
M4,s056,scs,276.969
M4,s056,scs,217.536
M4,s056,scs,273.065
M4,s056,scs,274.078
M4,s056,scs,303.706
M4,s056,scs,287.977
M4,s056,scs,299.626
M4,s056,scs,284.337
M4,s056,scs,312.416
M4,s056,scs,297.004
M4,s056,scs,304.255
M4,s056,scs,323.277
M4,s056,scs,295.64
M4,s056,scs,220.585
M4,s057,scd,382.373
M4,s057,scd,362.859
M4,s057,scd,337.884
M4,s057,scd,355.032
M4,s057,scd,340.747
M4,s057,scd,353.529
M4,s057,scd,349.572
M4,s057,scd,327.052
M4,s057,scd,342.228
M4,s057,scd,339.425
M4,s057,scd,354.429
M4,s057,scd,355.037
M4,s057,scd,353.626
M4,s057,scd,321.831
M4,s057,scd,353.365
M4,s057,scd,373.957
M4,s057,scd,298.999
M4,s057,scd,314.341
M4,s057,scd,321.433
M4,s057,scd,321.317
M4,s057,scd,324.821
M4,s057,scd,350.34
M4,s057,scd,391.902
M4,s057,scd,393.21
M4,s057,scd,385.012
M4,s057,scd,346.043
M4,s057,scd,349.263
M4,s057,scd,256.113
M4,s057,scd,245.614
M4,s057,scd,267.877
M4,s057,scd,250.704
M4,s057,scd,265.184
M4,s057,scd,437.105
M4,s057,scd,425.126
M4,s057,scd,400.111
M4,s057,scd,430.635
M4,s057,scd,422.848
M4,s057,scd,397.867
M4,s057,scd,403.837
M4,s057,scd,342.483
M4,s057,scd,354.59
M4,s057,scd,314.393
M4,s057,scd,328.292
M4,s057,scd,360.797
M4,s057,scd,335.336
M4,s057,scd,252.448
M4,s057,scd,202.112
M4,s057,scd,143.173
M4,s057,scd,378.617
M4,s057,scd,357.153
M4,s057,scd,351.443
M4,s057,scd,368.628
M4,s057,scd,438.561
M4,s057,scd,408.068
M4,s057,scd,423.568
M4,s057,scd,394.465
M4,s057,scd,459.147
M4,s057,scd,457.595
M4,s057,scd,437.66
M4,s057,scd,477.862
M4,s057,scd,456.286
M4,s057,scd,459.474
M4,s057,scd,461.564
M4,s057,scd,439.446
M4,s057,scd,384.026
M4,s057,scd,452.189
M4,s057,scd,418.569
M4,s057,scd,445.536
M4,s057,scd,449.643
M4,s057,scd,472.879
M4,s057,scd,478.87
M4,s057,scd,449.99
M4,s057,scd,415.564
M4,s057,scd,484.037
M4,s057,scd,470.717
M4,s057,scd,517.78
M4,s057,scd,382.37
M4,s057,scd,375.297
M4,s057,scd,460.158
M4,s057,scd,426.726
M4,s057,scd,402.114
M4,s057,scd,379.728
M4,s057,scd,426.08
M4,s057,scd,446.328
M4,s057,scd,466.451
M4,s057,scd,403.372
M4,s057,scd,426.796
M4,s057,scd,346.706
M4,s057,scd,304.628
M4,s057,scd,308.646
M4,s057,scd,314.787
M4,s057,scd,299.798
M4,s057,scd,337.691
M4,s057,scd,350.562
M4,s057,scd,403.372
M4,s057,scd,393.364
M4,s057,scd,407.972
M4,s057,scd,399.494
M4,s057,scd,369.682
M4,s057,scd,488.286
M4,s057,scd,447.245
M4,s057,scd,495.625
M4,s057,scd,499.767
M4,s057,scd,482.451
M4,s057,scd,526.411
M4,s057,scd,516.805
M4,s057,scd,511.349
M4,s057,scd,484.806
M4,s057,scd,493.459
M4,s057,scd,508.558
M4,s057,scd,492.643
M4,s057,scd,475.657
M4,s057,scd,492.084
M4,s057,scd,508.566
M4,s057,scd,541.525
M4,s057,scd,255.15
M4,s057,scd,271.463
M4,s057,scd,332.145
M4,s057,scd,436.397
M4,s057,scd,388.195
M4,s057,scd,480.825
M4,s057,scd,450.038
M4,s057,scd,527.094
M4,s057,scd,534.215
M4,s057,scd,531.156
M4,s057,scd,526.084
M4,s057,scd,520.88
M4,s057,scd,542.803
M4,s057,scd,470.065
M4,s057,scd,522.323
M4,s057,scd,546.868
M4,s057,scd,566.74
M4,s057,scd,600.201
M4,s057,scd,578.286
M4,s057,scd,616.233
M4,s057,scd,579.82
M4,s057,scd,607.009
M4,s057,scd,558.777
M4,s057,scd,515.671
M4,s057,scd,582.742
M4,s057,scd,551.937
M4,s057,scd,506.893
M4,s057,scd,206.602
M4,s057,scd,127.839
M4,s057,scd,380.785
M4,s057,scd,466.204
M4,s057,scd,401.625
M4,s057,scd,521.209
M4,s057,scd,631.086
M4,s057,scd,576.91
M4,s057,scd,589.601
M4,s057,scd,637.218
M4,s057,scd,572.136
M4,s057,scd,534.824
M4,s057,scd,508.81
M4,s057,scd,562.339
M4,s057,scd,624.435
M4,s057,scd,506.943
M4,s057,scd,571.473
M4,s057,scd,616.146
M4,s057,scd,618.641
M4,s057,scd,635.757
M4,s057,scd,611.513
M4,s057,scd,611.483
M4,s057,scd,548.578
M4,s057,scd,527.66
M4,s057,scd,368.955
M4,s057,scd,435.03
M4,s057,scd,420.184
M4,s057,scd,459.575
M4,s057,scd,402.889
M4,s057,scd,489.779
M4,s057,scd,510.081
M4,s057,scd,522.477
M4,s057,scd,582.069
M4,s057,scd,628.435
M4,s057,scd,595.858
M4,s057,scd,599.582
M4,s057,scd,704.624
M4,s057,scd,729.347
M4,s057,scd,341.103
M4,s057,scd,312.864
M4,s057,scd,484.207
M4,s057,scd,290.621
M4,s057,scd,234.636
M4,s057,scd,190.54
M4,s057,scd,263.236
M4,s057,scd,342.105
M4,s057,scd,468.567
M4,s057,scd,403.154
M4,s057,scd,348.606
M4,s057,scd,472.49
M4,s057,scd,478.378
M4,s057,scd,341.583
M4,s057,scd,187.807
M4,s057,scd,614.804
M4,s057,scd,565.183
M4,s057,scd,496.679
M4,s057,scd,382.373
M4,s057,scd,362.859
M4,s057,scd,337.884
M4,s057,scd,355.032
M4,s057,scd,340.747
M4,s057,scd,353.529
M4,s057,scd,349.572
M4,s057,scd,327.052
M4,s057,scd,342.228
M4,s057,scd,339.425
M4,s057,scd,354.429
M4,s057,scd,355.037
M4,s057,scd,353.626
M4,s057,scd,321.831
M4,s057,scd,353.365
M4,s057,scd,373.957
M4,s057,scd,298.999
M4,s057,scd,314.341
M4,s057,scd,321.433
M4,s057,scd,321.317
M4,s057,scd,324.821
M4,s057,scd,350.34
M4,s057,scd,391.902
M4,s057,scd,393.21
M4,s057,scd,385.012
M4,s057,scd,346.043
M4,s057,scd,349.263
M4,s057,scd,256.113
M4,s057,scd,245.614
M4,s057,scd,267.877
M4,s057,scd,250.704
M4,s057,scd,265.184
M4,s057,scd,437.105
M4,s057,scd,425.126
M4,s057,scd,400.111
M4,s057,scd,430.635
M4,s057,scd,422.848
M4,s057,scd,397.867
M4,s057,scd,403.837
M4,s057,scd,342.483
M4,s057,scd,354.59
M4,s057,scd,314.393
M4,s057,scd,328.292
M4,s057,scd,360.797
M4,s057,scd,335.336
M4,s057,scd,252.448
M4,s057,scd,202.112
M4,s057,scd,143.173
M4,s057,scd,378.617
M4,s057,scd,357.153
M4,s057,scd,351.443
M4,s057,scd,368.628
M4,s057,scd,438.561
M4,s057,scd,408.068
M4,s057,scd,423.568
M4,s057,scd,394.465
M4,s057,scd,459.147
M4,s057,scd,457.595
M4,s057,scd,437.66
M4,s057,scd,477.862
M4,s057,scd,456.286
M4,s057,scd,459.474
M4,s057,scd,461.564
M4,s057,scd,439.446
M4,s057,scd,384.026
M4,s057,scd,452.189
M4,s057,scd,418.569
M4,s057,scd,445.536
M4,s057,scd,449.643
M4,s057,scd,472.879
M4,s057,scd,478.87
M4,s057,scd,449.99
M4,s057,scd,415.564
M4,s057,scd,484.037
M4,s057,scd,470.717
M4,s057,scd,517.78
M4,s057,scd,382.37
M4,s057,scd,375.297
M4,s057,scd,460.158
M4,s057,scd,426.726
M4,s057,scd,402.114
M4,s057,scd,379.728
M4,s057,scd,426.08
M4,s057,scd,446.328
M4,s057,scd,466.451
M4,s057,scd,403.372
M4,s057,scd,426.796
M4,s057,scd,346.706
M4,s057,scd,304.628
M4,s057,scd,308.646
M4,s057,scd,314.787
M4,s057,scd,299.798
M4,s057,scd,337.691
M4,s057,scd,350.562
M4,s057,scd,403.372
M4,s057,scd,393.364
M4,s057,scd,407.972
M4,s057,scd,399.494
M4,s057,scd,369.682
M4,s057,scd,488.286
M4,s057,scd,447.245
M4,s057,scd,495.625
M4,s057,scd,499.767
M4,s057,scd,482.451
M4,s057,scd,526.411
M4,s057,scd,516.805
M4,s057,scd,511.349
M4,s057,scd,484.806
M4,s057,scd,493.459
M4,s057,scd,508.558
M4,s057,scd,492.643
M4,s057,scd,475.657
M4,s057,scd,492.084
M4,s057,scd,508.566
M4,s057,scd,541.525
M4,s057,scd,255.15
M4,s057,scd,271.463
M4,s057,scd,332.145
M4,s057,scd,436.397
M4,s057,scd,388.195
M4,s057,scd,480.825
M4,s057,scd,450.038
M4,s057,scd,527.094
M4,s057,scd,534.215
M4,s057,scd,531.156
M4,s057,scd,526.084
M4,s057,scd,520.88
M4,s057,scd,542.803
M4,s057,scd,470.065
M4,s057,scd,522.323
M4,s057,scd,546.868
M4,s057,scd,566.74
M4,s057,scd,600.201
M4,s057,scd,578.286
M4,s057,scd,616.233
M4,s057,scd,579.82
M4,s057,scd,607.009
M4,s057,scd,558.777
M4,s057,scd,515.671
M4,s057,scd,582.742
M4,s057,scd,551.937
M4,s057,scd,506.893
M4,s057,scd,206.602
M4,s057,scd,127.839
M4,s057,scd,380.785
M4,s057,scd,466.204
M4,s057,scd,401.625
M4,s057,scd,521.209
M4,s057,scd,631.086
M4,s057,scd,576.91
M4,s057,scd,589.601
M4,s057,scd,637.218
M4,s057,scd,572.136
M4,s057,scd,534.824
M4,s057,scd,508.81
M4,s057,scd,562.339
M4,s057,scd,624.435
M4,s057,scd,506.943
M4,s057,scd,571.473
M4,s057,scd,616.146
M4,s057,scd,618.641
M4,s057,scd,635.757
M4,s057,scd,611.513
M4,s057,scd,611.483
M4,s057,scd,548.578
M4,s057,scd,527.66
M4,s057,scd,368.955
M4,s057,scd,435.03
M4,s057,scd,420.184
M4,s057,scd,459.575
M4,s057,scd,402.889
M4,s057,scd,489.779
M4,s057,scd,510.081
M4,s057,scd,522.477
M4,s057,scd,582.069
M4,s057,scd,628.435
M4,s057,scd,595.858
M4,s057,scd,599.582
M4,s057,scd,704.624
M4,s057,scd,729.347
M4,s057,scd,341.103
M4,s057,scd,312.864
M4,s057,scd,484.207
M4,s057,scd,290.621
M4,s057,scd,234.636
M4,s057,scd,190.54
M4,s057,scd,263.236
M4,s057,scd,342.105
M4,s057,scd,468.567
M4,s057,scd,403.154
M4,s057,scd,348.606
M4,s057,scd,472.49
M4,s057,scd,478.378
M4,s057,scd,341.583
M4,s057,scd,187.807
M4,s057,scd,614.804
M4,s057,scd,565.183
M4,s057,scd,496.679
M4,s057,scs,36.613
M4,s057,scs,105.074
M4,s057,scs,62.135
M4,s057,scs,21.426
M4,s057,scs,65.164
M4,s057,scs,92.43
M4,s057,scs,112.154
M4,s057,scs,153.386
M4,s057,scs,40.027
M4,s057,scs,73.974
M4,s057,scs,32.139
M4,s057,scs,66.971
M4,s057,scs,30.677
M4,s057,scs,34.615
M4,s057,scs,99.07
M4,s057,scs,37.967
M4,s057,scs,94.298
M4,s057,scs,148.009
M4,s057,scs,146.576
M4,s057,scs,109.796
M4,s057,scs,140.972
M4,s057,scs,75.934
M4,s057,scs,126.576
M4,s057,scs,114.411
M4,s057,scs,134.233
M4,s057,scs,132.512
M4,s057,scs,69.758
M4,s057,scs,11.538
M4,s057,scs,78.84
M4,s057,scs,12.493
M4,s057,scs,51.511
M4,s057,scs,46.795
M4,s057,scs,28.746
M4,s057,scs,21.533
M4,s057,scs,40.027
M4,s057,scs,100.724
M4,s057,scs,139.86
M4,s057,scs,145.838
M4,s057,scs,204.132
M4,s057,scs,219.446
M4,s057,scs,197.304
M4,s057,scs,227.66
M4,s057,scs,218.723
M4,s057,scs,237.702
M4,s057,scs,253.922
M4,s057,scs,253.551
M4,s057,scs,300.727
M4,s057,scs,293.214
M4,s057,scs,324.233
M4,s057,scs,262.552
M4,s057,scs,277.877
M4,s057,scs,233.817
M4,s057,scs,303.87
M4,s057,scs,183.063
M4,s057,scs,182.12
M4,s057,scs,160.751
M4,s057,scs,109.188
M4,s057,scs,113.314
M4,s057,scs,132.165
M4,s057,scs,160.594
M4,s057,scs,182.12
M4,s057,scs,191.351
M4,s057,scs,146.967
M4,s057,scs,207.477
M4,s057,scs,209.196
M4,s057,scs,225.298
M4,s057,scs,200.65
M4,s057,scs,164.031
M4,s057,scs,172.289
M4,s057,scs,187.816
M4,s057,scs,233.896
M4,s057,scs,203.625
M4,s057,scs,201.586
M4,s057,scs,177.835
M4,s057,scs,224.001
M4,s057,scs,235.802
M4,s057,scs,221.217
M4,s057,scs,262.561
M4,s057,scs,295.809
M4,s057,scs,264.824
M4,s057,scs,230.416
M4,s057,scs,239.52
M4,s057,scs,225.746
M4,s057,scs,159.475
M4,s057,scs,293.159
M4,s057,scs,300.232
M4,s057,scs,270.741
M4,s057,scs,267.103
M4,s057,scs,318.694
M4,s057,scs,330.699
M4,s057,scs,307.155
M4,s057,scs,263.984
M4,s057,scs,287.957
M4,s057,scs,300.948
M4,s057,scs,285.315
M4,s057,scs,64.456
M4,s057,scs,94.959
M4,s057,scs,214.27
M4,s057,scs,226.35
M4,s057,scs,246.865
M4,s057,scs,240.765
M4,s057,scs,277.401
M4,s057,scs,300.102
M4,s057,scs,291.67
M4,s057,scs,281.139
M4,s057,scs,296.843
M4,s057,scs,275.398
M4,s057,scs,336.414
M4,s057,scs,342.107
M4,s057,scs,343.09
M4,s057,scs,340.902
M4,s057,scs,281.329
M4,s057,scs,269.33
M4,s057,scs,150.44
M4,s057,scs,263.634
M4,s057,scs,228.025
M4,s057,scs,225.802
M4,s057,scs,202.704
M4,s057,scs,154.553
M4,s057,scs,206.026
M4,s057,scs,280.81
M4,s057,scs,216.333
M4,s057,scs,183.642
M4,s057,scs,184.723
M4,s057,scs,243.356
M4,s057,scs,272.76
M4,s057,scs,239.189
M4,s057,scs,266.496
M4,s057,scs,249.418
M4,s057,scs,269.885
M4,s057,scs,258.024
M4,s057,scs,324.048
M4,s057,scs,332.745
M4,s057,scs,333.67
M4,s057,scs,188.636
M4,s057,scs,323.41
M4,s057,scs,40.156
M4,s057,scs,7.575
M4,s058,scd,288.256
M4,s058,scd,311.877
M4,s058,scd,251.012
M4,s058,scd,256.342
M4,s058,scd,248.762
M4,s058,scd,267.137
M4,s058,scd,262.771
M4,s058,scd,266.345
M4,s058,scd,272.951
M4,s058,scd,299.603
M4,s058,scd,282.83
M4,s058,scd,304.677
M4,s058,scd,295.802
M4,s058,scd,283.349
M4,s058,scd,286.435
M4,s058,scd,290.588
M4,s058,scd,277.397
M4,s058,scd,274.561
M4,s058,scd,322.735
M4,s058,scd,214.826
M4,s058,scd,238.675
M4,s058,scd,352.246
M4,s058,scd,349.005
M4,s058,scd,273.849
M4,s058,scd,280.385
M4,s058,scd,360.694
M4,s058,scd,366.427
M4,s058,scd,378.681
M4,s058,scd,377.759
M4,s058,scd,352.617
M4,s058,scd,378.463
M4,s058,scd,374.359
M4,s058,scd,204.581
M4,s058,scd,342.52
M4,s058,scd,378.869
M4,s058,scd,385.482
M4,s058,scd,361.685
M4,s058,scd,316.531
M4,s058,scd,284.779
M4,s058,scd,298.467
M4,s058,scd,279.064
M4,s058,scd,273.128
M4,s058,scd,303.008
M4,s058,scd,315.026
M4,s058,scd,302.135
M4,s058,scd,316.596
M4,s058,scd,340.483
M4,s058,scd,341.325
M4,s058,scd,346.683
M4,s058,scd,371.534
M4,s058,scd,294.659
M4,s058,scd,311.804
M4,s058,scd,354.933
M4,s058,scd,283.64
M4,s058,scd,430.335
M4,s058,scd,415.403
M4,s058,scd,440.858
M4,s058,scd,397.021
M4,s058,scd,362.782
M4,s058,scd,376.273
M4,s058,scd,356.083
M4,s058,scd,330.522
M4,s058,scd,345.057
M4,s058,scd,395.892
M4,s058,scd,369.03
M4,s058,scd,313.082
M4,s058,scd,170.359
M4,s058,scd,132.356
M4,s058,scd,90.116
M4,s058,scd,249.646
M4,s058,scd,332.074
M4,s058,scd,378.341
M4,s058,scd,455.531
M4,s058,scd,380.803
M4,s058,scd,394.667
M4,s058,scd,413.209
M4,s058,scd,453.485
M4,s058,scd,456.754
M4,s058,scd,450.596
M4,s058,scd,424.698
M4,s058,scd,382.901
M4,s058,scd,412.135
M4,s058,scd,405.131
M4,s058,scd,431.576
M4,s058,scd,459.099
M4,s058,scd,398.153
M4,s058,scd,337.007
M4,s058,scd,345.967
M4,s058,scd,350.036
M4,s058,scd,414.158
M4,s058,scd,402.008
M4,s058,scd,397.021
M4,s058,scd,402.037
M4,s058,scd,415.204
M4,s058,scd,425.103
M4,s058,scd,431.592
M4,s058,scd,397.928
M4,s058,scd,401.557
M4,s058,scd,489.022
M4,s058,scd,475.042
M4,s058,scd,476.084
M4,s058,scd,470.921
M4,s058,scd,477.687
M4,s058,scd,449.275
M4,s058,scd,315.157
M4,s058,scd,328.997
M4,s058,scd,460.657
M4,s058,scd,447.268
M4,s058,scd,419.997
M4,s058,scd,419.187
M4,s058,scd,365.486
M4,s058,scd,427.429
M4,s058,scd,445.148
M4,s058,scd,508.765
M4,s058,scd,426.698
M4,s058,scd,280.032
M4,s058,scd,276.161
M4,s058,scd,376.718
M4,s058,scd,382.99
M4,s058,scd,468.341
M4,s058,scd,443.847
M4,s058,scd,458.534
M4,s058,scd,468.674
M4,s058,scd,455.506
M4,s058,scd,418.82
M4,s058,scd,479.026
M4,s058,scd,470.809
M4,s058,scd,490.035
M4,s058,scd,476.026
M4,s058,scd,495.971
M4,s058,scd,528.855
M4,s058,scd,513.225
M4,s058,scd,523.305
M4,s058,scd,490.545
M4,s058,scd,487.857
M4,s058,scd,530.709
M4,s058,scd,501.247
M4,s058,scd,538.626
M4,s058,scd,218.271
M4,s058,scd,302.553
M4,s058,scd,257.557
M4,s058,scd,472.056
M4,s058,scd,452.528
M4,s058,scd,501.796
M4,s058,scd,345.854
M4,s058,scd,362.3
M4,s058,scd,357.768
M4,s058,scd,511.648
M4,s058,scd,539.082
M4,s058,scd,579.728
M4,s058,scd,518.108
M4,s058,scd,471.077
