Exp,Slide,Category,Depth
M3,s128,scd,452.144
M3,s128,scd,528.986
M3,s128,scd,515.75
M3,s128,scd,113.9
M3,s128,scd,205.538
M3,s128,scd,234.597
M3,s128,scd,347.073
M3,s128,scd,350.711
M3,s128,scd,368.126
M3,s128,scd,486.563
M3,s128,scd,505.898
M3,s128,scd,496.666
M3,s128,scd,494.46
M3,s128,scd,589.983
M3,s128,scd,665.793
M3,s128,scd,568.275
M3,s128,scd,506.074
M3,s128,scd,478.903
M3,s128,scd,319.979
M3,s128,scd,401.982
M3,s128,scd,465.491
M3,s128,scd,528.236
M3,s128,scd,519.081
M3,s128,scd,476.809
M3,s128,scd,508.184
M3,s128,scd,559.799
M3,s128,scd,532.518
M3,s128,scd,550.618
M3,s128,scd,539.611
M3,s128,scd,240.096
M3,s128,scd,328.119
M3,s128,scd,181.84
M3,s128,scd,421.487
M3,s128,scd,410.839
M3,s128,scd,269.875
M3,s128,scd,200.739
M3,s128,scd,461.082
M3,s128,scd,531.992
M3,s128,scd,556.95
M3,s128,scd,539.017
M3,s128,scd,525.135
M3,s128,scd,199.209
M3,s128,scd,222.153
M3,s128,scd,444.359
M3,s128,scd,595.637
M3,s128,scd,617
M3,s128,scd,605.869
M3,s128,scd,567.466
M3,s128,scd,444.614
M3,s128,scd,615.844
M3,s128,scd,615.844
M3,s128,scs,145.515
M3,s128,scs,4.545
M3,s128,scs,43.89
M3,s128,scs,63.996
M3,s128,scs,82.956
M3,s128,scs,9.775
M3,s128,scs,106.556
M3,s128,scs,126.285
M3,s128,scs,152.963
M3,s128,scs,125.145
M3,s128,scs,151.905
M3,s128,scs,188.396
M3,s128,scs,160.967
M3,s128,scs,181.534
M3,s128,scs,204.707
M3,s128,scs,227.766
M3,s128,scs,251.182
M3,s128,scs,303.197
M3,s128,scs,219.922
M3,s128,scs,236.788
M3,s128,scs,282.479
M3,s128,scs,236.488
M3,s128,scs,237.131
M3,s128,scs,208.314
M3,s128,scs,58.493
M3,s128,scs,337.461
M3,s128,scs,326.351
M3,s128,scs,311.639
M3,s128,scs,290.536
M3,s128,scs,305.276
M3,s128,scs,270.396
M3,s128,scs,281.669
M3,s128,scs,304.37
M3,s128,scs,254.861
M3,s128,scs,310.156
M3,s128,scs,304.798
M3,s128,scs,309.489
M3,s128,scs,313.93
M3,s128,scs,305.086
M3,s128,scs,143.621
M3,s128,scs,102.252
M3,s128,scs,102.252
M3,s129,scd,369.6
M3,s129,scd,348.302
M3,s129,scd,346.041
M3,s129,scd,307.984
M3,s129,scd,320.825
M3,s129,scd,398.171
M3,s129,scd,384.512
M3,s129,scd,410.059
M3,s129,scd,427.956
M3,s129,scd,395.216
M3,s129,scd,402.505
M3,s129,scd,330.596
M3,s129,scd,191.016
M3,s129,scd,300.502
M3,s129,scd,439.917
M3,s129,scd,458.155
M3,s129,scd,499.321
M3,s129,scd,432.016
M3,s129,scd,503.283
M3,s129,scd,495.605
M3,s129,scd,506.433
M3,s129,scd,395.206
M3,s129,scd,464.581
M3,s129,scd,465.403
M3,s129,scd,370.677
M3,s129,scd,295.432
M3,s129,scd,410.21
M3,s129,scd,437.799
M3,s129,scd,456.294
M3,s129,scd,452.838
M3,s129,scd,583.629
M3,s129,scd,548.068
M3,s129,scd,405.739
M3,s129,scd,370.674
M3,s129,scd,277.457
M3,s129,scd,348.839
M3,s129,scd,596.865
M3,s129,scd,639.685
M3,s129,scd,495.917
M3,s129,scd,340.675
M3,s129,scd,292.503
M3,s129,scd,560.278
M3,s129,scd,597.887
M3,s129,scd,647.605
M3,s129,scd,628.206
M3,s129,scd,624.424
M3,s129,scd,665.552
M3,s129,scd,723.187
M3,s129,scd,662.061
M3,s129,scd,662.622
M3,s129,scd,631.758
M3,s129,scd,592.126
M3,s129,scd,389.078
M3,s129,scd,683.864
M3,s129,scd,719.43
M3,s129,scd,709.825
M3,s129,scd,665.3
M3,s129,scd,617.602
M3,s129,scd,638.171
M3,s129,scd,674.158
M3,s129,scd,613.695
M3,s129,scd,617.471
M3,s129,scd,513.145
M3,s129,scd,484.979
M3,s129,scd,685.642
M3,s129,scs,111.344
M3,s129,scs,108.751
M3,s129,scs,136.097
M3,s129,scs,79.831
M3,s129,scs,97.957
M3,s129,scs,54.66
M3,s129,scs,271.73
M3,s129,scs,261.591
M3,s129,scs,228.626
M3,s129,scs,216.192
M3,s129,scs,230.869
M3,s129,scs,252.295
M3,s129,scs,163.766
M3,s129,scs,52.54
M3,s129,scs,173.05
M3,s129,scs,130.795
M3,s129,scs,7.186
M4,s051,scd,400.373
M4,s051,scd,341.783
M4,s051,scd,329.543
M4,s051,scd,523.318
M4,s051,scd,562.034
M4,s051,scd,475.455
M4,s051,scd,421.794
M4,s051,scd,529.403
M4,s051,scd,473.63
M4,s051,scd,406.682
M4,s051,scd,664.881
M4,s051,scd,461.733
M4,s051,scd,164.314
M4,s051,scd,466.505
M4,s051,scd,500.179
M4,s051,scd,466.505
M4,s051,scd,511.457
M4,s051,scd,543.908
M4,s051,scd,620.656
M4,s051,scd,575.899
M4,s051,scd,599.792
M4,s051,scd,697.369
M4,s051,scd,655.574
M4,s051,scd,631.655
M4,s051,scd,732.114
M4,s051,scd,659.929
M4,s051,scd,737.826
M4,s051,scd,593.965
M4,s051,scd,683.201
M4,s051,scd,389.648
M4,s051,scd,108.841
M4,s051,scd,189.834
M4,s051,scd,235.495
M4,s051,scd,183.926
M4,s051,scd,521.898
M4,s051,scd,596.553
M4,s051,scd,744.997
M4,s051,scd,193.747
M4,s051,scd,170.561
M4,s051,scd,580.673
M4,s051,scd,120.634
M4,s051,scd,374.904
M4,s051,scd,715.022
M4,s051,scd,487.669
M4,s051,scs,21.862
M4,s051,scs,19.297
M4,s051,scs,22.415
M4,s051,scs,24.008
M4,s051,scs,70.691
M4,s051,scs,110.931
M4,s051,scs,121.894
M4,s051,scs,138.548
M4,s051,scs,72.064
M4,s051,scs,70.908
M4,s051,scs,81.425
M4,s051,scs,136.067
M4,s051,scs,159.072
M4,s051,scs,192.625
M4,s051,scs,239.592
M4,s051,scs,224.187
M4,s051,scs,197.505
M4,s051,scs,62.577
M4,s051,scs,113.789
M4,s051,scs,225.924
M4,s051,scs,211.265
M4,s051,scs,294.752
M4,s051,scs,276.427
M4,s051,scs,205.163
M4,s051,scs,283.899
M4,s051,scs,294.222
M4,s051,scs,306.15
M4,s051,scs,280.736
M4,s051,scs,269.362
M4,s051,scs,359.559
M4,s051,scs,340.537
M4,s051,scs,406.945
M4,s051,scs,346.146
M4,s051,scs,357.453
M4,s051,scs,379.837
M4,s051,scs,377.704
M4,s051,scs,177.783
M4,s051,scs,66.731
M4,s051,scs,103.932
M4,s051,scs,164.854
M4,s051,scs,203.32
M4,s051,scs,293.605
M4,s051,scs,375.461
M4,s051,scs,429.898
M4,s051,scs,413.525
M4,s051,scs,478.503
M4,s051,scs,439.105
M4,s051,scs,408.246
M4,s051,scs,420.215
M4,s051,scs,400.373
M4,s051,scs,341.783
M4,s051,scs,329.543
M4,s051,scs,262.657
M4,s053,scd,358.98
M4,s053,scd,373.358
M4,s053,scd,384.798
M4,s053,scd,425.5
M4,s053,scd,425.508
M4,s053,scd,444.472
M4,s053,scd,363.882
M4,s053,scd,444.551
M4,s053,scd,425.919
M4,s053,scd,428.819
M4,s053,scd,454.983
M4,s053,scd,463.949
M4,s053,scd,413.386
M4,s053,scd,460.987
M4,s053,scd,468.542
M4,s053,scd,394.062
M4,s053,scd,419.943
M4,s053,scd,458.264
M4,s053,scd,512.399
M4,s053,scd,456.754
M4,s053,scd,437.877
M4,s053,scd,399.356
M4,s053,scd,381.533
M4,s053,scd,456.087
M4,s053,scd,480.449
M4,s053,scd,436.366
M4,s053,scd,467.718
M4,s053,scd,474.275
M4,s053,scd,427.093
M4,s053,scd,359.834
M4,s053,scd,409.74
M4,s053,scd,501.487
M4,s053,scd,496.658
M4,s053,scd,485.203
M4,s053,scd,530.637
M4,s053,scd,527.448
M4,s053,scd,546.696
M4,s053,scd,499.362
M4,s053,scd,421.629
M4,s053,scd,351.915
M4,s053,scd,433.643
M4,s053,scd,552.237
M4,s053,scd,519.731
M4,s053,scd,538.033
M4,s053,scd,524.869
M4,s053,scd,560.021
M4,s053,scd,578.504
M4,s053,scd,592.386
M4,s053,scd,516.058
M4,s053,scd,537.111
M4,s053,scd,574.829
M4,s053,scd,235.685
M4,s053,scd,189.834
M4,s053,scd,132.009
M4,s053,scd,164.659
M4,s053,scd,205.61
M4,s053,scd,219.194
M4,s053,scd,296.646
M4,s053,scd,361.362
M4,s053,scd,253.315
M4,s053,scd,251.113
M4,s053,scd,585.425
M4,s053,scd,569.502
M4,s053,scd,513.1
M4,s053,scd,603.758
M4,s053,scd,538.745
M4,s053,scd,732.769
M4,s053,scd,160.708
M4,s053,scd,327.389
M4,s053,scd,338.638
M4,s053,scd,353.527
M4,s053,scd,515.51
M4,s053,scd,626.739
M4,s053,scd,753.963
M4,s053,scd,782.632
M4,s053,scd,822.062
M4,s053,scd,617.516
M4,s053,scd,545.519
M4,s053,scd,581.684
M4,s053,scd,404.586
M4,s053,scd,453.566
M4,s053,scd,477.869
M4,s053,scd,511.056
M4,s053,scd,557.407
M4,s053,scd,515.884
M4,s053,scd,458.944
M4,s053,scd,635.161
M4,s053,scd,749.064
M4,s053,scd,754.62
M4,s053,scd,756.844
M4,s053,scd,753.418
M4,s053,scd,707.275
M4,s053,scd,668.903
M4,s053,scd,565.416
M4,s053,scd,384.534
M4,s053,scd,281.683
M4,s053,scd,205.61
M4,s053,scd,414.074
M4,s053,scd,364.618
M4,s053,scd,485.049
M4,s053,scd,492.092
M4,s053,scd,256.297
M4,s053,scd,222.438
M4,s053,scd,612.241
M4,s053,scd,580.171
M4,s053,scd,587.574
M4,s053,scd,850.551
M4,s053,scd,849.614
M4,s053,scd,786.716
M4,s053,scd,736.967
M4,s053,scd,780.732
M4,s053,scd,658.277
M4,s053,scd,657.255
M4,s053,scd,528.525
M4,s053,scd,613.32
M4,s053,scd,587.167
M4,s053,scd,613.264
M4,s053,scd,790.395
M4,s053,scd,869.807
M4,s053,scd,616.924
M4,s053,scd,600.697
M4,s053,scd,602.399
M4,s053,scd,422.525
M4,s053,scd,700.532
M4,s053,scd,556.269
M4,s053,scd,677.58
M4,s053,scd,664.147
M4,s053,scs,110.857
M4,s053,scs,117.217
M4,s053,scs,163.526
M4,s053,scs,25.8
M4,s053,scs,159.259
M4,s053,scs,182.032
M4,s053,scs,128.555
M4,s053,scs,51.6
M4,s053,scs,23.176
M4,s053,scs,24.429
M4,s053,scs,93.981
M4,s053,scs,112.113
M4,s053,scs,207.61
M4,s053,scs,248.466
M4,s053,scs,200.352
M4,s053,scs,256.046
M4,s053,scs,153.804
M4,s053,scs,69.229
M4,s053,scs,137.677
M4,s053,scs,23.076
M4,s053,scs,134.083
M4,s053,scs,88.529
M4,s053,scs,77.386
M4,s053,scs,206.513
M4,s053,scs,225.227
M4,s053,scs,225.822
M4,s053,scs,195.152
M4,s053,scs,188.797
M4,s053,scs,192.776
M4,s053,scs,254.664
M4,s053,scs,231.211
M4,s053,scs,272.913
M4,s053,scs,240.744
M4,s053,scs,225.089
M4,s053,scs,235.648
M4,s053,scs,79.305
M4,s053,scs,101.914
M4,s053,scs,183.038
M4,s053,scs,212.349
M4,s053,scs,259.939
M4,s053,scs,44.751
M4,s053,scs,145.258
M4,s053,scs,262.537
M4,s053,scs,220.71
M4,s053,scs,283.659
M4,s053,scs,182.602
M4,s053,scs,210.664
M4,s053,scs,278.407
M4,s053,scs,348.265
M4,s053,scs,371.961
M4,s053,scs,356.097
M4,s053,scs,321.433
M4,s053,scs,335.425
M4,s053,scs,193.49
M4,s053,scs,432.307
M4,s053,scs,366.453
M4,s053,scs,268.921
M4,s053,scs,299.643
M4,s053,scs,305.304
M4,s053,scs,336.83
M4,s053,scs,337.104
M4,s053,scs,159.54
M4,s053,scs,307.12
M4,s053,scs,275.729
M4,s053,scs,335.425
M4,s053,scs,356.503
M4,s053,scs,384.738
M4,s053,scs,300.429
M4,s053,scs,414.592
M4,s053,scs,334.302
M4,s053,scs,331.605
M4,s053,scs,298.49
M4,s053,scs,300.117
M4,s053,scs,366.884
M4,s053,scs,372.727
M4,s053,scs,346.388
M4,s053,scs,333.174
M4,s053,scs,212.81
M4,s053,scs,279.708
M4,s053,scs,412.149
M4,s053,scs,354.416
M4,s053,scs,352.84
M4,s053,scs,335.726
M4,s053,scs,385.324
M4,s053,scs,350.711
M4,s053,scs,97.299
M4,s053,scs,250.126
M4,s053,scs,325.167
M4,s053,scs,275.575
M4,s053,scs,361.884
M4,s053,scs,350.15
M4,s053,scs,385.971
M4,s053,scs,350.921
M4,s053,scs,372.171
M4,s053,scs,441.108
M4,s053,scs,465.136
M4,s053,scs,381.381
M4,s053,scs,260.842
M4,s053,scs,253.234
M4,s053,scs,344.017
M4,s053,scs,320.124
M4,s053,scs,297.976
M4,s053,scs,63.46
M4,s053,scs,94.335
M4,s053,scs,273.717
M4,s053,scs,227.894
M4,s053,scs,197.217
M4,s053,scs,330.522
M4,s053,scs,317.078
M4,s053,scs,204.382
M4,s053,scs,390.658
M4,s053,scs,119.005
M4,s053,scs,133.685
M4,s053,scs,69.527
M4,s054,scd,419.691
M4,s054,scd,462.889
M4,s054,scd,469.897
M4,s054,scd,394.289
M4,s054,scd,292.249
M4,s054,scd,373.819
M4,s054,scd,383.685
M4,s054,scd,336.339
M4,s054,scd,452.7
M4,s054,scd,460.078
M4,s054,scd,467.507
M4,s054,scd,452.35
M4,s054,scd,453.688
M4,s054,scd,465.731
M4,s054,scd,465.731
M4,s054,scd,483.912
M4,s054,scd,422.286
M4,s054,scd,410.058
M4,s054,scd,149.752
M4,s054,scd,255.409
M4,s054,scd,235.539
M4,s054,scd,371.781
M4,s054,scd,406.437
M4,s054,scd,388.808
M4,s054,scd,442.065
M4,s054,scd,477.778
M4,s054,scd,522.621
M4,s054,scd,483.998
M4,s054,scd,521.266
M4,s054,scd,528.021
M4,s054,scd,476.648
M4,s054,scd,550.124
M4,s054,scd,516.435
M4,s054,scd,531.613
M4,s054,scd,544.256
M4,s054,scd,495.971
M4,s054,scd,522.106
M4,s054,scd,494.567
M4,s054,scd,532.023
M4,s054,scd,491.368
M4,s054,scd,553.041
M4,s054,scd,526.406
M4,s054,scd,584.895
M4,s054,scd,552.19
M4,s054,scd,529.094
M4,s054,scd,578.753
M4,s054,scd,533.212
M4,s054,scd,540.306
M4,s054,scd,483.813
M4,s054,scd,354.299
M4,s054,scd,372.096
M4,s054,scd,385.19
M4,s054,scd,476.966
M4,s054,scd,479.959
M4,s054,scd,450.352
M4,s054,scd,417.162
M4,s054,scd,446.328
M4,s054,scd,237.702
M4,s054,scd,382.733
M4,s054,scd,534.124
M4,s054,scd,555.377
M4,s054,scd,572.44
M4,s054,scd,591.84
M4,s054,scd,572.075
M4,s054,scd,605.307
M4,s054,scd,589.683
M4,s054,scd,537.521
M4,s054,scd,514.583
M4,s054,scd,600.078
M4,s054,scd,412.469
M4,s054,scd,436.636
M4,s054,scd,495.92
M4,s054,scd,501.952
M4,s054,scd,527.791
M4,s054,scd,506.019
M4,s054,scd,542.748
M4,s054,scd,496.457
M4,s054,scd,607.926
M4,s054,scd,608.827
M4,s054,scd,600.235
M4,s054,scd,654.851
M4,s054,scd,622.34
M4,s054,scd,550.057
M4,s054,scd,618.704
M4,s054,scd,369.874
M4,s054,scd,397.766
M4,s054,scd,507.613
M4,s054,scd,416.016
M4,s054,scd,435.81
M4,s054,scd,370.023
M4,s054,scd,381.844
M4,s054,scd,421.976
M4,s054,scd,483.072
M4,s054,scd,421.54
M4,s054,scd,409.061
M4,s054,scd,425.75
M4,s054,scd,501.206
M4,s054,scd,544.07
M4,s054,scd,563.888
M4,s054,scd,600.078
M4,s054,scd,613.918
M4,s054,scd,573.962
M4,s054,scd,563.627
M4,s054,scd,553.755
M4,s054,scd,572.28
M4,s054,scd,603.18
M4,s054,scd,641.98
M4,s054,scd,646.555
M4,s054,scd,525.93
M4,s054,scd,665.604
M4,s054,scd,636.475
M4,s054,scd,538.178
M4,s054,scd,497.03
M4,s054,scd,699.906
M4,s054,scd,631.479
M4,s054,scd,598.699
M4,s054,scd,698.119
M4,s054,scd,752.159
M4,s054,scd,684.053
M4,s054,scd,656.154
M4,s054,scd,657.831
M4,s054,scd,729.501
M4,s054,scd,495.026
M4,s054,scd,524.869
M4,s054,scd,637.016
M4,s054,scd,650.473
M4,s054,scd,679.687
M4,s054,scd,644.592
M4,s054,scd,612.503
M4,s054,scd,615.218
M4,s054,scd,574.841
M4,s054,scd,689.714
M4,s054,scd,705.706
M4,s054,scd,689.241
M4,s054,scd,619.975
M4,s054,scd,499.665
M4,s054,scd,479.696
M4,s054,scd,448.615
M4,s054,scd,345.482
M4,s054,scd,540.65
M4,s054,scd,606.773
M4,s054,scd,598.872
M4,s054,scd,615.196
M4,s054,scd,670.014
M4,s054,scd,553.319
M4,s054,scd,560.266
M4,s054,scd,369.527
M4,s054,scd,413.919
M4,s054,scd,414.667
M4,s054,scd,254.13
M4,s054,scd,297.851
M4,s054,scd,356.932
M4,s054,scd,386.154
M4,s054,scd,568.21
M4,s054,scs,34.879
M4,s054,scs,104.932
M4,s054,scs,32.157
M4,s054,scs,18.306
M4,s054,scs,181.533
M4,s054,scs,83.382
M4,s054,scs,59.164
M4,s054,scs,98.121
M4,s054,scs,140.601
M4,s054,scs,103.067
M4,s054,scs,16.665
M4,s054,scs,32.582
M4,s054,scs,77.874
M4,s054,scs,92.504
M4,s054,scs,120.942
M4,s054,scs,154.771
M4,s054,scs,183.72
M4,s054,scs,235.495
M4,s054,scs,235.495
M4,s054,scs,248.293
M4,s054,scs,241.545
M4,s054,scs,266.445
M4,s054,scs,233.486
M4,s054,scs,254.484
M4,s054,scs,259.857
M4,s054,scs,249.004
M4,s054,scs,271.511
M4,s054,scs,209.736
M4,s054,scs,237.221
M4,s054,scs,213.147
M4,s054,scs,209.52
M4,s054,scs,230.988
M4,s054,scs,269.055
M4,s054,scs,244.898
M4,s054,scs,297.195
M4,s054,scs,276.72
M4,s054,scs,269.362
M4,s054,scs,294.167
M4,s054,scs,272.614
M4,s054,scs,295.547
M4,s054,scs,240.517
M4,s054,scs,235.6
M4,s054,scs,203.808
M4,s054,scs,206.16
M4,s054,scs,168.932
M4,s054,scs,126.076
M4,s054,scs,280.313
M4,s054,scs,114.588
M4,s054,scs,174.256
M4,s054,scs,166.496
M4,s054,scs,204.671
M4,s054,scs,219.686
M4,s054,scs,190.949
M4,s054,scs,209.097
M4,s054,scs,145.037
M4,s054,scs,208.526
M4,s054,scs,223.192
M4,s054,scs,216.857
M4,s054,scs,287.109
M4,s054,scs,281.997
M4,s054,scs,292.308
M4,s054,scs,295.122
M4,s054,scs,335.741
M4,s054,scs,212.195
M4,s054,scs,161.496
M4,s054,scs,216.333
M4,s054,scs,281.082
M4,s054,scs,179.582
M4,s054,scs,7.575
M4,s054,scs,32.157
M4,s054,scs,247.617
M4,s054,scs,72.753
M4,s054,scs,195.19
M4,s054,scs,353.178
M4,s054,scs,313.053
M4,s054,scs,249.556
M4,s054,scs,198.039
M4,s054,scs,346.55
M4,s054,scs,353.763
M4,s054,scs,355.594
M4,s054,scs,369.403
M4,s054,scs,378.29
M4,s054,scs,342.005
M4,s054,scs,377.122
M4,s054,scs,331.245
M4,s054,scs,353.004
M4,s054,scs,341.936
M4,s054,scs,301.377
M4,s054,scs,290.447
M4,s054,scs,243.891
M4,s054,scs,316.948
M4,s054,scs,347.92
M4,s054,scs,325.494
M4,s054,scs,345.67
M4,s054,scs,340.168
M4,s054,scs,341.58
M4,s054,scs,334.445
M4,s054,scs,339.024
M4,s054,scs,378.12
M4,s054,scs,302.046
M4,s054,scs,382.634
M4,s054,scs,313.099
M4,s054,scs,410.687
M4,s054,scs,390.366
M4,s054,scs,388.638
M4,s054,scs,232.767
M4,s054,scs,231.821
M4,s054,scs,242.638
M4,s054,scs,220.44
M4,s054,scs,282.637
M4,s054,scs,259.406
M4,s054,scs,264.688
M4,s054,scs,267.526
M4,s054,scs,257.354
M4,s054,scs,251.982
M4,s054,scs,286.443
M4,s054,scs,303.547
M4,s054,scs,405.819
M4,s054,scs,336.34
M4,s054,scs,414.725
M4,s054,scs,430.651
M4,s054,scs,448.202
M4,s054,scs,414.054
M4,s054,scs,9.642
M4,s054,scs,311.738
M4,s054,scs,396.943
M4,s054,scs,371.318
M4,s054,scs,400.707
M4,s054,scs,351.816
M4,s054,scs,316.821
M4,s054,scs,295.044
M4,s054,scs,357.217
M4,s054,scs,304.659
M4,s054,scs,312.719
M4,s054,scs,292.701
M4,s054,scs,260.36
M4,s054,scs,107.866
M4,s054,scs,236.137
M4,s054,scs,274.557
M4,s054,scs,417.086
M4,s054,scs,362.897
M4,s054,scs,376.965
M4,s054,scs,226.69
M4,s054,scs,176.777
M4,s054,scs,249.225
M4,s054,scs,452.723
M4,s054,scs,430.626
M4,s054,scs,281.669
M4,s054,scs,262.526
M4,s054,scs,281.441
M4,s054,scs,279.23
M4,s054,scs,334.93
M4,s055,scd,295.063
M4,s055,scd,319.332
M4,s055,scd,429.465
M4,s055,scd,432.124
M4,s055,scd,435.431
M4,s055,scd,435.03
M4,s055,scd,380.791
M4,s055,scd,414.739
M4,s055,scd,447.452
M4,s055,scd,456.894
M4,s055,scd,469.78
M4,s055,scd,492.912
M4,s055,scd,480.289
M4,s055,scd,447.714
M4,s055,scd,455.803
M4,s055,scd,454.037
M4,s055,scd,464.275
M4,s055,scd,472.78
M4,s055,scd,423.155
M4,s055,scd,400.807
M4,s055,scd,357.318
M4,s055,scd,371.305
M4,s055,scd,377.443
M4,s055,scd,429.166
M4,s055,scd,426.913
M4,s055,scd,441.706
M4,s055,scd,262.526
M4,s055,scd,296.832
M4,s055,scd,504.183
M4,s055,scd,406.754
M4,s055,scd,410.713
M4,s055,scd,455.319
M4,s055,scd,456.779
M4,s055,scd,142.446
M4,s055,scd,286.955
M4,s055,scd,483.3
M4,s055,scd,449.025
M4,s055,scd,447.437
M4,s055,scd,478.661
M4,s055,scd,478.661
M4,s055,scd,440.191
M4,s055,scd,467.576
M4,s055,scd,463.042
M4,s055,scd,448.667
M4,s055,scd,452.817
M4,s055,scd,452.406
M4,s055,scd,449.459
M4,s055,scd,374.187
M4,s055,scd,420.717
M4,s055,scd,441.087
M4,s055,scd,384.313
M4,s055,scd,364.398
M4,s055,scd,521.847
M4,s055,scd,491.214
M4,s055,scd,515.167
M4,s055,scd,518.285
M4,s055,scd,559.778
M4,s055,scd,537.179
M4,s055,scd,529.115
M4,s055,scd,511.182
M4,s055,scd,502.395
M4,s055,scd,509.423
M4,s055,scd,469.716
M4,s055,scd,490.658
M4,s055,scd,323.893
M4,s055,scd,320.731
M4,s055,scd,451.248
M4,s055,scd,450.759
M4,s055,scd,445.586
M4,s055,scd,402.556
M4,s055,scd,408.246
M4,s055,scd,496.642
M4,s055,scd,483.922
M4,s055,scd,466.16
M4,s055,scd,521.055
M4,s055,scd,523.081
M4,s055,scd,590.896
M4,s055,scd,537.862
M4,s055,scd,613.264
M4,s055,scd,639.627
M4,s055,scd,582.847
M4,s055,scd,571.851
M4,s055,scd,552.713
M4,s055,scd,521.182
M4,s055,scd,563.016
M4,s055,scd,535.304
M4,s055,scd,585.413
M4,s055,scd,530.887
M4,s055,scd,538.749
M4,s055,scd,572.136
M4,s055,scd,590.865
M4,s055,scd,555.034
M4,s055,scd,578.757
M4,s055,scd,609.942
M4,s055,scd,659.98
M4,s055,scd,579.391
M4,s055,scd,580.005
M4,s055,scd,659.587
M4,s055,scd,559.15
M4,s055,scd,579.728
M4,s055,scd,561.542
M4,s055,scd,641.035
M4,s055,scd,589.247
M4,s055,scd,588.561
M4,s055,scd,618.389
M4,s055,scd,585.205
M4,s055,scd,666.018
M4,s055,scd,296.181
M4,s055,scd,369.185
M4,s055,scd,440.207
M4,s055,scd,408.786
M4,s055,scd,387.453
M4,s055,scd,423.54
M4,s055,scd,387.169
M4,s055,scd,433.714
M4,s055,scd,525.594
M4,s055,scd,563.599
M4,s055,scd,657.021
M4,s055,scd,645.115
M4,s055,scd,686.849
M4,s055,scd,659.782
M4,s055,scd,617.263
M4,s055,scd,661.658
M4,s055,scd,699.906
M4,s055,scd,677.468
M4,s055,scd,718.394
M4,s055,scd,703.096
M4,s055,scd,666.975
M4,s055,scd,619.223
M4,s055,scd,501.567
M4,s055,scd,420.936
M4,s055,scd,439.252
M4,s055,scd,490.597
M4,s055,scd,445.334
M4,s055,scd,553.61
M4,s055,scd,571.172
M4,s055,scd,640.29
M4,s055,scd,658.459
M4,s055,scd,474.984
M4,s055,scd,445.375
M4,s055,scd,389.763
M4,s055,scd,683.365
M4,s055,scd,533.328
M4,s055,scd,667.955
M4,s055,scd,494.79
M4,s055,scd,576.277
M4,s055,scd,653.725
M4,s055,scd,526.223
M4,s055,scd,632.195
M4,s055,scd,382.535
M4,s055,scd,449.214
M4,s055,scd,388.495
M4,s055,scd,543.023
M4,s055,scd,710.025
M4,s055,scd,592.611
M4,s055,scd,623.552
M4,s055,scd,319.131
M4,s055,scd,491.326
M4,s055,scd,636.353
M4,s055,scd,607.094
M4,s055,scd,365.278
M4,s055,scd,227.76
M4,s055,scd,584.204
M4,s055,scd,488.553
M4,s055,scd,536.884
M4,s055,scd,354.357
M4,s055,scd,362.25
M4,s055,scd,429.214
M4,s055,scd,656.238
M4,s055,scd,591.494
M4,s055,scd,690.223
M4,s055,scd,395.829
M4,s055,scs,15.15
M4,s055,scs,21.426
M4,s055,scs,52.307
M4,s055,scs,35.466
M4,s055,scs,179.121
M4,s055,scs,81.447
M4,s055,scs,152.591
M4,s055,scs,142.446
M4,s055,scs,186.418
M4,s055,scs,192.833
M4,s055,scs,146.231
M4,s055,scs,128.359
M4,s055,scs,76.715
M4,s055,scs,178.338
M4,s055,scs,225.878
M4,s055,scs,280.254
M4,s055,scs,295.25
M4,s055,scs,285.937
M4,s055,scs,237.044
M4,s055,scs,188.085
M4,s055,scs,184.238
M4,s055,scs,64.598
M4,s055,scs,39.854
M4,s055,scs,23.176
M4,s055,scs,29.766
M4,s055,scs,30.073
M4,s055,scs,13.033
M4,s055,scs,70.478
M4,s055,scs,210.672
M4,s055,scs,346.232
M4,s055,scs,338.21
M4,s055,scs,368.955
M4,s055,scs,324.579
M4,s055,scs,261.712
M4,s055,scs,209.624
M4,s055,scs,144.319
M4,s055,scs,202.461
M4,s055,scs,211.26
M4,s055,scs,229.297
M4,s055,scs,203.726
M4,s055,scs,214.302
M4,s055,scs,62.172
M4,s055,scs,148.087
M4,s055,scs,279.598
M4,s055,scs,244.293
M4,s055,scs,211.77
M4,s055,scs,225.064
M4,s055,scs,329.388
M4,s055,scs,310.432
M4,s055,scs,261.405
M4,s055,scs,276.427
M4,s055,scs,343.256
M4,s055,scs,198.615
M4,s055,scs,202.268
M4,s055,scs,176.123
M4,s055,scs,198.511
M4,s055,scs,197.165
M4,s055,scs,147.901
M4,s055,scs,149.981
M4,s055,scs,122.297
M4,s055,scs,297.889
M4,s055,scs,251.597
M4,s055,scs,361.387
M4,s055,scs,300.245
M4,s055,scs,375.779
M4,s055,scs,331.299
M4,s055,scs,331.735
M4,s055,scs,393.099
M4,s055,scs,310.675
M4,s055,scs,310.343
M4,s055,scs,392.936
M4,s055,scs,347.635
M4,s055,scs,324.551
M4,s055,scs,355.909
M4,s055,scs,396.703
M4,s055,scs,386.677
M4,s055,scs,317.233
M4,s055,scs,343.737
M4,s055,scs,404.955
M4,s055,scs,393.613
M4,s055,scs,408.718
M4,s055,scs,272.774
M4,s055,scs,260.868
M4,s055,scs,272.235
